"annotation_id","annotator","created_at","has_damage","id","images","layer","lead_time","updated_at"
52,"1","2026-05-23T16:56:30.367370Z","Registraion number has defect",52,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1520.png","[{""x"":40.99054488221534,""y"":60.40917434863714,""width"":6.735791897375817,""height"":6.027199927973624,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":40.476190476190425,""y"":20.571428571428587,""width"":27.333333333333353,""height"":47.35714285714284,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",34.698,"2026-05-23T16:56:30.367382Z"
53,"1","2026-05-23T16:57:05.555094Z","",53,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1521.png","[{""x"":55.66378394780761,""y"":64.65225307237138,""width"":6.9792140798058,""height"":4.909291891540402,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":44.09523809523809,""y"":30.28571428571428,""width"":19.999999999999936,""height"":41.0000000000001,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",34.832,"2026-05-23T16:57:05.555104Z"
54,"1","2026-05-23T16:57:29.075271Z","",54,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1522.png","[{""x"":41.42857142857144,""y"":78,""width"":10.095238095238098,""height"":9.142857142857157,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":7.809523809523805,""y"":18.42857142857144,""width"":44.0952380952381,""height"":68.85714285714288,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",23.073,"2026-05-23T16:57:29.075281Z"
55,"1","2026-05-23T16:57:50.019919Z","",55,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1523.png","[{""x"":18.952380952380953,""y"":26.142857142857135,""width"":64.28571428571426,""height"":57.78571428571422,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",20.482,"2026-05-23T16:57:50.019931Z"
56,"1","2026-05-23T16:58:34.549726Z","Registraion number has defect",56,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1524.png","[{""x"":34.355246331577696,""y"":49.03387393772428,""width"":5.505342783449279,""height"":5.575660514358093,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":28.816021699748163,""y"":30.97040105815362,""width"":30.15320315642057,""height"":41.43694899168485,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",46.782999999999994,"2026-05-23T16:58:41.231976Z"
57,"1","2026-05-23T16:59:23.846388Z","Registraion number has defect",57,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1525.png","[{""x"":32.1907196126586,""y"":50.863062517818925,""width"":5.268589701907813,""height"":3.976451404762681,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":23.787652493159953,""y"":36.00764028870533,""width"":20.007302665472835,""height"":34.76268838125907,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",39.772,"2026-05-23T16:59:23.846400Z"
58,"1","2026-05-23T16:59:41.554074Z","",58,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1526.png","[{""x"":46.9500190251887,""y"":35.13588786830266,""width"":17.3041463881851,""height"":13.718024830542387,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",17.249,"2026-05-23T16:59:41.554085Z"
59,"1","2026-05-23T17:00:24.948744Z","",59,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1527.png","[{""x"":13.240956651335821,""y"":48.879212728324525,""width"":2.7911528159628256,""height"":3.7669216865839545,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":4032,""original_height"":3024},{""x"":10.79018832512457,""y"":35.03691014509421,""width"":13.002687508509753,""height"":30.906911669441968,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":4032,""original_height"":3024}]",42.864,"2026-05-23T17:00:24.948754Z"
60,"1","2026-05-23T17:00:51.259594Z","",60,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1528.png","[{""x"":52.78655709333903,""y"":49.952302590445505,""width"":4.901789153040862,""height"":3.90142401976711,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":48.094368253936516,""y"":37.54420220523314,""width"":30.868409826729398,""height"":27.43858651264822,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",25.983,"2026-05-23T17:00:51.259604Z"
61,"1","2026-05-23T17:01:28.298444Z","Registraion number has defect",61,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1529.png","[{""x"":35.23809523809505,""y"":49.53598813566952,""width"":6.857142857142823,""height"":5.178297578615977,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":29.815921382733162,""y"":31.414253702601368,""width"":36.87060062637121,""height"":38.871330892918465,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",36.697,"2026-05-23T17:01:28.298456Z"
62,"1","2026-05-23T17:02:08.061188Z","Registraion number has defect",62,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1530.png","[{""x"":34.8540514921082,""y"":47.30589366302123,""width"":5.032677163851192,""height"":6.424452913479136,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":26.170059769701524,""y"":27.64179456394778,""width"":48.567517788423466,""height"":45.05438515651973,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",39.399,"2026-05-23T17:02:08.061197Z"
63,"1","2026-05-23T17:02:31.062378Z","Registraion number has defect",63,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1531.png","[{""x"":32.040338056724025,""y"":64.00991611938356,""width"":7.169283455127783,""height"":5.326944334682153,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":19.53093831629497,""y"":26.541137974544394,""width"":19.871198565707804,""height"":44.506040623194885,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",22.657,"2026-05-23T17:02:31.062390Z"
64,"1","2026-05-23T17:02:58.605807Z","",64,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1532.png","[{""x"":43.718880724797756,""y"":42.84506844998416,""width"":4.5349886041737895,""height"":4.351588329740385,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":38.970208683992894,""y"":28.84199814564973,""width"":34.77459748998858,""height"":30.061993035621253,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",27.157,"2026-05-23T17:02:58.605816Z"
65,"1","2026-05-23T17:03:27.143796Z","Registraion number has defect",65,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1533.png","[{""x"":56.98124133466752,""y"":75.9477175770414,""width"":10.312502943742071,""height"":7.891420399843141,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":57.047619047619044,""y"":27.78571428571428,""width"":25.4285714285715,""height"":56.571428571428605,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",28.164,"2026-05-23T17:03:27.143806Z"
69,"1","2026-05-23T17:15:33.803643Z","",69,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1537.png","[{""x"":36.488277056420955,""y"":31.92492182723613,""width"":1.3826018074299145,""height"":3.568610235043473,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":31.762070788094654,""y"":18.407501869629716,""width"":18.917522603500327,""height"":28.621753489205943,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",42.807,"2026-05-23T17:15:33.803653Z"
70,"1","2026-05-23T17:16:04.855353Z","",70,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1538.png","[{""x"":56.89592855238313,""y"":48.412109843169674,""width"":4.758146980057942,""height"":3.837939309386298,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":35.79207179851406,""y"":35.57088433432036,""width"":29.433820267474424,""height"":28.03908041819858,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",30.705,"2026-05-23T17:16:04.855364Z"
71,"1","2026-05-23T17:16:35.810886Z","",71,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1539.png","[{""x"":40.70255189347113,""y"":52.709016824934785,""width"":2.0231728991446523,""height"":2.5536389641642843,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":40.52128204685786,""y"":37.02351041018123,""width"":19.788624921947136,""height"":19.675331267813874,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",30.591,"2026-05-23T17:16:35.810896Z"
72,"1","2026-05-23T17:17:30.139270Z","Scooter has damage",72,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1540.png","[{""x"":36.407016162349684,""y"":50.21044586817362,""width"":2.8484868715913336,""height"":2.431036209375263,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":36.264040937131064,""y"":34.083790854444416,""width"":13.042967983065799,""height"":19.902754341217037,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",53.797,"2026-05-23T17:17:30.139280Z"
73,"1","2026-05-23T17:17:45.066838Z","",73,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1541.png","[{""x"":46.15395668322624,""y"":43.963241454439185,""width"":12.990250382922843,""height"":10.223808171744766,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",14.581,"2026-05-23T17:17:45.066849Z"
74,"1","2026-05-23T17:18:21.176316Z","",74,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1542.png","[{""x"":37.48178627605386,""y"":60.67903660575753,""width"":2.8314082174509947,""height"":3.8068628777312736,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":37.4416194596291,""y"":37.023424285282545,""width"":24.593366547795295,""height"":28.592431165524168,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",35.743,"2026-05-23T17:18:21.176326Z"
75,"1","2026-05-23T17:19:00.181444Z","",75,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1543.png","[{""x"":61.71098545643697,""y"":78.84510423967427,""width"":8.425165915342161,""height"":7.3547554916714635,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":41.28205128205125,""y"":22.59615384615384,""width"":29.230769230769216,""height"":63.84615384615381,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",38.673,"2026-05-23T17:19:00.181454Z"
76,"1","2026-05-23T17:19:33.562419Z","",76,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1544.png","[{""x"":38.462193828952614,""y"":49.31165211840778,""width"":3.5012779664577005,""height"":4.9825878753437305,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":33.14065439746311,""y"":34.10486537751115,""width"":40.67418673749981,""height"":37.51369249776169,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",33.03,"2026-05-23T17:19:33.562429Z"
78,"1","2026-05-23T17:20:15.061034Z","",78,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1546.png","[{""x"":56.54903068394631,""y"":47.77630389287498,""width"":3.63532955625939,""height"":4.831680232869427,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":32.579476238599554,""y"":29.166768324430727,""width"":31.911045914208998,""height"":38.54854346436449,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",35.648,"2026-05-23T17:20:15.061043Z"
79,"1","2026-05-23T17:21:03.981394Z","Registraion number has defect",79,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1547.png","[{""x"":1.9306693707573528,""y"":86.47104503507828,""width"":6.549558527368374,""height"":12.163285167545538,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":1.410256410256411,""y"":21.249999999999996,""width"":87.30769230769229,""height"":77.69230769230762,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",48.592,"2026-05-23T17:21:03.981407Z"
80,"1","2026-05-23T17:21:34.962530Z","Registraion number has defect",80,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1548.png","[{""x"":59.20942490162753,""y"":76.42618575750552,""width"":7.07852054362757,""height"":5.334787434099759,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":46.025641025640915,""y"":36.506630806111325,""width"":21.282051282051217,""height"":45.70490765542704,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",30.625,"2026-05-23T17:21:34.962540Z"
81,"1","2026-05-23T17:22:01.177462Z","Registraion number has defect",81,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1549.png","[{""x"":49.57403530632802,""y"":35.70785583041161,""width"":1.0376599876636234,""height"":0.7475752374177631,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":44.88922942069827,""y"":30.421535522251673,""width"":5.812052380313083,""height"":6.833951699928479,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",25.876,"2026-05-23T17:22:01.177474Z"
82,"1","2026-05-23T17:22:34.747854Z","Registraion number has defect",82,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1550.png","[{""x"":38.30567826944621,""y"":46.369068771736345,""width"":1.594694270893437,""height"":1.2549794702278054,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":28.664428105783102,""y"":37.95997636271875,""width"":11.333502141610337,""height"":10.874765150164139,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",33.204,"2026-05-23T17:22:34.747864Z"
83,"1","2026-05-23T17:23:06.682098Z","Registraion number has defect",83,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1551.png","[{""x"":28.958708800896353,""y"":51.61592502278399,""width"":4.181079358570692,""height"":5.108922647329308,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":3614},{""x"":24.364220575103225,""y"":35.83085867578751,""width"":36.31478392029464,""height"":33.962955757201364,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":3614}]",31.611,"2026-05-23T17:23:06.682108Z"
84,"1","2026-05-23T17:23:35.105220Z","Registraion number has defect",84,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1552.png","[{""x"":48.12181125598018,""y"":48.84649050749677,""width"":4.0848242942005655,""height"":4.376597458072128,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":40.78396810806638,""y"":32.34596232020292,""width"":17.039186335979622,""height"":36.13956456744075,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",28.086,"2026-05-23T17:23:35.105230Z"
85,"1","2026-05-23T17:24:00.020750Z","Registraion number has defect",85,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1553.png","[{""x"":66.53802612312448,""y"":55.741914067865274,""width"":1.6159744460575178,""height"":7.036222067208345,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":41.15384615384616,""y"":34.71153846153846,""width"":35.769230769230816,""height"":47.59615384615385,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",24.567,"2026-05-23T17:24:00.020760Z"
